0,1.52584645815e+17
17,1.52584645824e+17
36,1.52584645833e+17
55,1.52584645843e+17
74,1.5258464592e+17
94,1.52584645928e+17
113,1.52584645937e+17
132,1.52584645949e+17
151,1.52584645957e+17
169,1.5258464603e+17
188,1.52584646039e+17
207,1.52584646049e+17
226,1.52584646057e+17
245,1.52584646065e+17
264,1.52584646141e+17
283,1.52584646151e+17
302,1.52584646159e+17
321,1.52584646169e+17
341,1.52584646177e+17
360,1.52584646249e+17
379,1.52584646257e+17
398,1.52584646265e+17
417,1.52584646273e+17
436,1.52584646281e+17
455,1.5258464635e+17
474,1.52584646358e+17
493,1.52584646366e+17
512,1.52584646374e+17
531,1.52584646381e+17
550,1.52584646456e+17
569,1.52584646463e+17
588,1.52584646471e+17
607,1.52584646479e+17
626,1.5258464649e+17
645,1.52584646562e+17
664,1.52584646571e+17
683,1.52584646579e+17
697,1.52584646587e+17
716,1.52584646595e+17
735,1.52584646663e+17
754,1.52584646671e+17
773,1.52584646679e+17
793,1.52584646687e+17
812,1.52584646694e+17
831,1.52584646759e+17
850,1.52584646767e+17
869,1.52584646776e+17
888,1.52584646784e+17
907,1.52584646792e+17
926,1.5258464686e+17
946,1.52584646868e+17
965,1.52584646877e+17
984,1.52584646884e+17
1003,1.52584646892e+17
1022,1.52584646975e+17
1042,1.52584646983e+17
1061,1.52584646991e+17
1080,1.52584646999e+17
1099,1.52584647009e+17
1118,1.52584647073e+17
1137,1.52584647081e+17
1156,1.52584647089e+17
1175,1.52584647099e+17
1187,1.52584647111e+17
1206,1.52584647174e+17
1225,1.52584647182e+17
1244,1.5258464719e+17
1263,1.52584647198e+17
1282,1.52584647209e+17
1302,1.52584647265e+17
1321,1.52584647273e+17
1340,1.52584647281e+17
1359,1.52584647292e+17
1378,1.52584647299e+17
1398,1.52584647361e+17
1417,1.52584647371e+17
1436,1.52584647378e+17
1455,1.52584647388e+17
1474,1.52584647396e+17
1493,1.52584647458e+17
1513,1.52584647468e+17
1532,1.52584647476e+17
1551,1.52584647484e+17
1570,1.52584647491e+17
1589,1.52584647561e+17
1608,1.52584647569e+17
1627,1.52584647577e+17
1646,1.52584647584e+17
1666,1.52584647592e+17
1685,1.5258464766e+17
1704,1.52584647667e+17
1719,1.52584647675e+17
1739,1.52584647683e+17
1758,1.52584647691e+17
1777,1.52584647752e+17
1796,1.5258464776e+17
1816,1.52584647769e+17
1835,1.52584647781e+17
1854,1.52584647789e+17
1873,1.52584647851e+17
1892,1.52584647859e+17
1912,1.52584647867e+17
1931,1.52584647875e+17
1950,1.52584647884e+17
1969,1.52584647947e+17
1988,1.52584647956e+17
2008,1.52584647963e+17
2027,1.52584647969e+17
2046,1.52584647977e+17
2065,1.52584648042e+17
2084,1.52584648049e+17
2103,1.52584648056e+17
2122,1.52584648063e+17
2141,1.52584648071e+17
2160,1.52584648131e+17
2179,1.52584648139e+17
2199,1.52584648147e+17
2218,1.52584648164e+17
2237,1.52584648173e+17
2256,1.52584648243e+17
2275,1.52584648251e+17
2294,1.52584648259e+17
2314,1.52584648268e+17
2333,1.52584648275e+17
2351,1.5258464834e+17
2370,1.52584648349e+17
2389,1.52584648356e+17
2408,1.52584648363e+17
2427,1.52584648371e+17
2447,1.52584648427e+17
2465,1.52584648435e+17
2485,1.52584648442e+17
2504,1.52584648452e+17
2523,1.52584648459e+17
2542,1.5258464853e+17
2561,1.52584648537e+17
2580,1.52584648546e+17
2599,1.52584648553e+17
2618,1.52584648561e+17
2638,1.52584648622e+17
2654,1.5258464863e+17
2669,1.52584648637e+17
2688,1.52584648644e+17
2707,1.52584648652e+17
2726,1.52584648714e+17
2746,1.52584648722e+17
2765,1.52584648732e+17
2784,1.52584648739e+17
2803,1.52584648747e+17
2822,1.52584648819e+17
2841,1.52584648827e+17
2861,1.52584648835e+17
2880,1.52584648842e+17
2899,1.52584648849e+17
2918,1.52584648915e+17
2937,1.52584648923e+17
2956,1.5258464893e+17
2976,1.52584648938e+17
2995,1.52584648946e+17
3014,1.52584649016e+17
3033,1.52584649023e+17
3052,1.52584649032e+17
3071,1.5258464904e+17
3090,1.52584649048e+17
