0,152584083763260000
1,152584083763268000
2,152584083763270720
3,152584083763278016
4,152584083763281120
5,152584083763284000
6,152584083763286400
7,152584083763293184
8,152584083763295808
9,152584083763298304
10,152584083763303712
11,152584083763309600
12,152584083763312704
13,152584083763316704
14,152584083763319712
15,152584083763326816
16,152584083763329696
17,152584083763331904
18,152584083763334496
19,152584083763336800
20,152584083763339488
21,152584083763343296
22,152584083763346688
23,152584083763357504
24,152584083848734688
25,152584083848739680
26,152584083848742112
27,152584083848745504
28,152584083848747488
29,152584083848749504
30,152584083848751584
31,152584083848754816
32,152584083848756896
33,152584083848758784
34,152584083848760800
35,152584083848762784
36,152584083848765984
37,152584083848768224
38,152584083848770176
39,152584083848774016
40,152584083848775904
41,152584083848779712
42,152584083848782112
43,152584083848784096
44,152584083858292192
45,152584083858296896
46,152584083858299296
47,152584083858306016
48,152584083858308800
49,152584083858310880
50,152584083858312896
51,152584083858316288
52,152584083858318304
53,152584083858320192
54,152584083858322176
55,152584083858324096
56,152584083858326112
57,152584083858328096
58,152584083858330016
59,152584083858333696
60,152584083858335808
61,152584083858337696
62,152584083858339680
63,152584083868288800
64,152584083868293824
65,152584083868296192
66,152584083868299520
67,152584083868301600
68,152584083868303616
69,152584083868305600
70,152584083868308800
71,152584083868310912
72,152584083868312800
73,152584083868314784
74,152584083868316800
75,152584083868318784
76,152584083868320800
77,152584083868322720
78,152584083868326400
79,152584083868328416
80,152584083868332192
81,152584083868334496
82,152584083877899200
83,152584083877908000
84,152584083877912224
85,152584083877917408
86,152584083877920704
87,152584083877923904
88,152584083877927104
89,152584083877932000
90,152584083877935104
91,152584083877938208
92,152584083877941312
93,152584083877944480
94,152584083877947584
95,152584083877950816
96,152584083877953920
97,152584083877965088
98,152584083877968416
99,152584083877971520
100,152584083877974688
101,152584083891545376
102,152584083891551200
103,152584083891554080
104,152584083891558112
105,152584083891560800
106,152584083891563296
107,152584083891565888
108,152584083891569792
109,152584083891572320
110,152584083891574784
111,152584083891577184
112,152584083891579712
113,152584083891582208
114,152584083891584704
115,152584083891587200
116,152584083891593504
117,152584083891596512
118,152584083891599008
119,152584083891601504
120,152584083973895776
121,152584083973900608
122,152584083973902976
123,152584083973906400
124,152584083973908480
125,152584083973913088
126,152584083973915520
127,152584083973918880
128,152584083973920896
129,152584083973922912
130,152584083973924896
131,152584083973926912
132,152584083973928992
133,152584083973930912
134,152584083973932896
135,152584083973936608
136,152584083973938624
137,152584083973940608
138,152584083982718112
139,152584083982722816
140,152584083982725184
141,152584083982728512
142,152584083982730592
143,152584083982732704
144,152584083982737408
145,152584083982740896
146,152584083982742912
147,152584083982744896
148,152584083982746784
149,152584083982748800
150,152584083982750880
151,152584083982752896
152,152584083982754816
153,152584083982758592
154,152584083982760704
155,152584083991489504
156,152584083991494208
157,152584083991496704
158,152584083991500000
159,152584083991502080
160,152584083991504096
161,152584083991506112
162,152584083991514912
163,152584083991516992
164,152584083991519008
165,152584083991520896
166,152584083991522912
167,152584083991524992
168,152584083991526880
169,152584083991528896
170,152584083991532704
171,152584083991537184
172,152584083991539488
173,152584084000326208
174,152584084000335296
175,152584084000339296
176,152584084000344704
177,152584084000348224
178,152584084000351680
179,152584084000355424
180,152584084000361120
181,152584084000364480
182,152584084000367808
183,152584084000370912
184,152584084000374016
185,152584084000377312
186,152584084000384608
187,152584084000388704
188,152584084000395296
189,152584084000398496
190,152584084000401504
191,152584084000404704
192,152584084000407776
193,152584084011900512
194,152584084011906912
195,152584084011910304
196,152584084011920000
197,152584084011923424
198,152584084011926592
199,152584084011929888
200,152584084011934720
201,152584084011937824
202,152584084011940992
203,152584084011944096
204,152584084011947296
205,152584084011950496
206,152584084011953696
207,152584084011956800
208,152584084011970720
209,152584084011974496
210,152584084011977696
211,152584084011980800
212,152584084095890400
213,152584084095896416
214,152584084095898784
215,152584084095902208
216,152584084095904288
217,152584084095906304
218,152584084095908416
219,152584084095911584
220,152584084095913600
221,152584084095915520
222,152584084095917504
223,152584084095919488
224,152584084095921504
225,152584084095923392
226,152584084095925408
227,152584084095929088
228,152584084095931104
229,152584084095933024
230,152584084095936896
231,152584084106698784
232,152584084106703488
233,152584084106705984
234,152584084106709408
235,152584084106711520
236,152584084106715904
237,152584084106718400
238,152584084106721984
239,152584084106724000
240,152584084106726016
241,152584084106727904
242,152584084106729888
243,152584084106731904
244,152584084106733888
245,152584084106736192
246,152584084106740704
247,152584084106742688
248,152584084106744704
249,152584084106746688
250,152584084115491904
251,152584084115497408
252,152584084115499808
253,152584084115503200
254,152584084115505280
255,152584084115507296
256,152584084115509376
257,152584084115512608
258,152584084115514592
259,152584084115516480
260,152584084115518496
261,152584084115520512
262,152584084115522496
263,152584084115524416
264,152584084115526400
265,152584084115530112
266,152584084115532096
267,152584084115534080
268,152584084115536000
269,152584084123893312
270,152584084123898112
271,152584084123900608
272,152584084123903904
273,152584084123905984
274,152584084123908096
275,152584084123926208
276,152584084123930496
277,152584084123932704
278,152584084123934688
279,152584084123936608
280,152584084123938688
281,152584084123940704
282,152584084123942720
283,152584084123944608
284,152584084123948416
285,152584084131491008
286,152584084131495808
287,152584084131498208
288,152584084131501504
289,152584084131503712
290,152584084131505696
291,152584084131507712
292,152584084131510912
293,152584084131512992
294,152584084131515008
295,152584084131516896
296,152584084131518880
297,152584084131520896
298,152584084131522880
299,152584084131524800
300,152584084131528512
301,152584084131532800
302,152584084131534912
303,152584084131536896
304,152584084202742304
305,152584084202747200
306,152584084202749600
307,152584084202752992
308,152584084202755104
309,152584084202757312
310,152584084202759296
311,152584084202762496
312,152584084202764512
313,152584084202766496
314,152584084202771296
315,152584084202774688
316,152584084202776800
317,152584084202778784
318,152584084202780800
319,152584084202784896
320,152584084202786912
321,152584084202788896
322,152584084202790816
323,152584084211127008
324,152584084211131584
325,152584084211134112
326,152584084211137376
327,152584084211139488
328,152584084211144224
329,152584084211146592
330,152584084211150208
331,152584084211152192
332,152584084211154112
333,152584084211156096
334,152584084211158112
335,152584084211160192
336,152584084211162080
337,152584084211164096
338,152584084211167904
339,152584084211169920
340,152584084211171904
341,152584084211173792
342,152584084219096992
343,152584084219101824
344,152584084219104288
345,152584084219107616
346,152584084219109696
347,152584084219114912
348,152584084219117824
349,152584084219121408
350,152584084219123424
351,152584084219125280
352,152584084219127296
353,152584084219129312
354,152584084219131296
355,152584084219133312
356,152584084219135296
357,152584084219139008
358,152584084219141088
359,152584084219143008
360,152584084219145024
361,152584084219146880
362,152584084228319904
363,152584084228324608
364,152584084228326976
365,152584084228330304
366,152584084228332480
367,152584084228334496
368,152584084228338688
369,152584084228342784
370,152584084228344896
371,152584084228346912
372,152584084228348896
373,152584084228350912
374,152584084228352896
375,152584084228354912
376,152584084228356896
377,152584084228360608
378,152584084228362592
379,152584084228364608
380,152584084228366496
381,152584084236292992
382,152584084236297888
383,152584084236300288
384,152584084236303584
385,152584084236305600
386,152584084236310400
387,152584084236313120
388,152584084236316608
389,152584084236318720
390,152584084236320704
391,152584084236322592
392,152584084236324608
393,152584084236326592
394,152584084236328608
395,152584084236330496
396,152584084236334208
397,152584084236336192
398,152584084236338208
399,152584084236340192
400,152584084306701792
401,152584084306706304
402,152584084306708608
403,152584084306711904
404,152584084306716896
405,152584084306719392
406,152584084306721504
407,152584084306724992
408,152584084306727104
409,152584084306728992
410,152584084306731104
411,152584084306733120
412,152584084306735104
413,152584084306737088
414,152584084306739008
415,152584084306742816
416,152584084306744800
417,152584084306746784
418,152584084306748800
419,152584084315492704
420,152584084315497792
421,152584084315500320
422,152584084315503584
423,152584084315505696
424,152584084315507808
425,152584084315509792
426,152584084315512992
427,152584084315515008
428,152584084315516992
429,152584084315519008
430,152584084315520896
431,152584084315523008
432,152584084315524896
433,152584084315526784
434,152584084315530496
435,152584084315532480
436,152584084315534400
437,152584084315552416
438,152584084323893600
439,152584084323898496
440,152584084323900896
441,152584084323904096
442,152584084323906304
443,152584084323911680
444,152584084323914592
445,152584084323918112
446,152584084323920096
447,152584084323922208
448,152584084323924096
449,152584084323926080
450,152584084323928192
451,152584084323930176
452,152584084323932096
453,152584084323935808
454,152584084323937792
455,152584084323939712
456,152584084323941696
457,152584084332319680
458,152584084332324416
459,152584084332326688
460,152584084332330112
461,152584084332334912
462,152584084332337408
463,152584084332339392
464,152584084332342912
465,152584084332345024
466,152584084332346880
467,152584084332348896
468,152584084332350912
469,152584084332352992
470,152584084332354912
471,152584084332356896
472,152584084332360608
473,152584084332362592
474,152584084332364608
475,152584084332366624
476,152584084340337408
477,152584084340342080
478,152584084340344416
479,152584084340347776
480,152584084340349888
481,152584084340351904
482,152584084340356704
483,152584084340360512
484,152584084340362592
485,152584084340364608
486,152584084340366592
487,152584084340368608
488,152584084340370592
489,152584084340372608
490,152584084340374496
491,152584084340378304
492,152584084340380320
493,152584084340382304
494,152584084340384192
495,152584084420704192
496,152584084420708896
497,152584084420711296
498,152584084420714688
499,152584084420719200
500,152584084420721792
501,152584084420723904
502,152584084420727392
503,152584084420729312
504,152584084420731200
505,152584084420733184
506,152584084420735200
507,152584084420737184
508,152584084420739200
509,152584084420741120
